number_of_elements,mean_atomic_mass,mean_fie,mean_atomic_radius,mean_Density,mean_ElectronAffinity,mean_FusionHeat,mean_ThermalConductivity,mean_Valence,critical_temp,Type
3,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,35.5,0
4,24.73257607,969.525,110.75,2467.379725,84.075,4.895,60.05177,2.0,2.8,0
4,24.73257607,969.525,110.75,2467.379725,84.075,4.895,60.05177,2.0,4.345,0
3,55.7218,869.033333333333,137.333333333333,3863.80966666667,89.6433333333333,7.10733333333333,145.00886,2.0,75.0,0
3,55.7218,869.033333333333,137.333333333333,3863.80966666667,89.6433333333333,7.10733333333333,145.00886,2.0,95.0,1
5,88.936744,743.42,170.6,4617.8858,71.69,7.8044,89.605316,2.4,25.0,0
4,50.6546,965.5,122.75,2898.66075,154.8575,6.1305,108.75887,2.75,70.0,0
4,76.1231,777.4,166.25,3775.35725,71.095,7.3305,113.256645,2.0,50.0,0
2,106.50644,879.55,143.5,9305.0,117.0,18.865,28.6025,5.5,3.2,0
3,97.3242933333333,899.833333333333,130.0,7809.66666666667,143.5,14.3766666666667,19.2416666666667,5.66666666666667,4.1,0
7,97.0036285714286,730.371428571429,164.428571428571,6172.06128571429,83.3614285714286,9.83171428571429,92.4323685714286,3.28571428571429,34.6,0
7,97.0036285714286,730.371428571429,164.428571428571,6172.06128571429,83.3614285714286,9.83171428571429,92.4323685714286,3.28571428571429,37.0,0
5,105.30116,770.02,158.6,5744.8858,82.626,8.1444,91.205316,2.8,23.0,0
5,105.62196,771.38,157.2,5323.0858,82.626,8.3044,91.405316,2.8,15.5,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,6.3,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,5.25,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,6.17,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,6.45,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,6.55,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,6.57,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,6.14,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,5.35,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,4.77,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,1.42,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,6.2,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,6.28,0
3,126.697156666667,597.166666666667,186.0,8401.66666666667,67.9333333333333,12.5,48.0,4.33333333333333,5.89,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,6.23,0
3,179.727766666667,724.366666666667,144.333333333333,9810.0,83.0,8.82333333333333,28.0,4.33333333333333,1.16,0
3,179.727766666667,724.366666666667,144.333333333333,9810.0,83.0,8.82333333333333,28.0,4.33333333333333,1.38,0
4,89.7033375,820.15,144.5,8202.5,110.475,45.475,62.75,4.25,6.0,0
3,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,33.15,0
3,15.7089,874.4,99.6666666666667,2152.66666666667,61.7,54.5666666666667,109.0,3.0,30.57,0
4,92.50535,784.575,154.0,5750.85725,91.35,6.8305,106.006645,2.75,22.7,0
4,92.50535,784.575,154.0,5750.85725,91.35,6.8305,106.006645,2.75,22.3,0
4,92.50535,784.575,154.0,5750.85725,91.35,6.8305,106.006645,2.75,16.4,0
5,67.070254,762.3,148.2,5379.0,75.94,40.12,58.2,3.0,7.6,0
3,91.13699,710.2,158.333333333333,6833.0,79.9333333333333,24.4,78.0,3.66666666666667,2.15,0
2,53.71397,1057.4,111.0,6011.54495,64.75,8.629,35.59025,2.5,51.6,0
3,104.678616666667,709.033333333333,175.333333333333,7935.0,65.0333333333333,11.7,51.6666666666667,3.66666666666667,4.55,0
4,117.8214625,680.325,189.75,7926.5,61.65,11.275,41.5,3.5,3.24,0
4,117.8214625,680.325,189.75,7926.5,61.65,11.275,41.5,3.5,2.41,0
4,119.1339625,673.525,188.5,8089.0,61.65,11.55,41.5,3.5,3.46,0
4,119.1339625,673.525,188.5,8089.0,61.65,11.55,41.5,3.5,2.8,0
4,119.1339625,673.525,188.5,8089.0,61.65,11.55,41.5,3.5,1.4,0
4,119.7415425,675.275,188.0,8150.0,61.65,13.025,42.75,3.5,4.06,0
4,120.3237125,677.025,188.0,8217.75,61.65,13.75,42.5,3.5,3.87,0
4,120.3237125,677.025,188.0,8217.75,61.65,13.75,42.5,3.5,3.73,0
4,120.3237125,677.025,188.0,8217.75,61.65,13.75,42.5,3.5,3.8,0
4,120.3237125,677.025,188.0,8217.75,61.65,13.75,42.5,3.5,2.77,0
4,120.742515,679.025,187.0,8281.25,61.65,12.975,43.0,3.5,4.12,0
4,120.742515,679.025,187.0,8281.25,61.65,12.975,43.0,3.5,3.73,0
4,120.742515,679.025,187.0,8281.25,61.65,12.975,43.0,3.5,3.65,0
4,120.742515,679.025,187.0,8281.25,61.65,12.975,43.0,3.5,3.06,0
3,131.354736666667,700.233333333333,178.666666666667,9551.0,71.8333333333333,13.5,51.6666666666667,3.66666666666667,2.82,0
4,121.7724625,682.525,187.0,7593.75,61.65,10.7,48.5,3.5,4.37,0
4,121.7724625,682.525,187.0,7593.75,61.65,10.7,48.5,3.5,4.03,0
3,132.728,704.9,178.666666666667,8634.33333333333,71.8333333333333,10.4666666666667,59.0,3.66666666666667,2.42,0
3,90.0286373333333,714.166666666667,166.0,7439.33333333333,61.2,13.2333333333333,51.3333333333333,3.66666666666667,2.05,0
3,133.3656,674.9,177.0,9724.66666666667,71.8333333333333,15.2333333333333,51.3333333333333,3.66666666666667,3.05,0
3,119.525304,716.5,169.0,8782.66666666667,37.1333333333333,12.49,40.6666666666667,3.66666666666667,2.4,0
3,134.175283333333,711.366666666667,178.333333333333,9278.33333333333,40.9666666666667,10.9566666666667,41.0,3.66666666666667,2.3,0
3,160.851403333333,702.566666666667,181.666666666667,10894.3333333333,47.7666666666667,12.7566666666667,41.0,3.66666666666667,2.1,0
3,162.224666666667,707.233333333333,181.666666666667,9977.66666666667,47.7666666666667,9.72333333333333,48.3333333333333,3.66666666666667,2.8,0
3,162.862266666667,677.233333333333,180.0,11068.0,47.7666666666667,14.49,40.6666666666667,3.66666666666667,2.4,0
2,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,7.4,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,13.9,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,32.5,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,28.4,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,10.1,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,11.7,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,30.8,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,27.3,0
5,94.200238,744.44,166.6,5306.4858,73.986,8.9244,92.805316,2.4,9.8,0
3,20.6991795333333,704.9,116.666666666667,2299.33333333333,24.5666666666667,23.1333333333333,140.666666666667,2.66666666666667,33.0,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,68.7,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,76.9,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,3.92,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,24.3,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,31.1,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,7.97,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,13.8,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,28.5,0
4,89.6417175,784.825,143.25,5449.10725,90.85,6.2805,106.006645,2.75,7.225,0
3,70.6167,1056.16666666667,102.666666666667,7170.47633333333,126.0,46.7406666666667,103.342193333333,4.0,3.85,0
4,142.3767,808.425,149.5,6157.85725,71.8125,5.973,15.256645,3.25,12.5,0
3,39.5939,856.9,114.666666666667,5000.0,85.6666666666667,63.6666666666667,102.0,4.33333333333333,12.2,0
3,39.5939,856.9,114.666666666667,5000.0,85.6666666666667,63.6666666666667,102.0,4.33333333333333,11.8,0
3,39.5939,856.9,114.666666666667,5000.0,85.6666666666667,63.6666666666667,102.0,4.33333333333333,11.5,0
3,95.4869,781.9,155.0,8616.66666666667,76.7666666666667,55.5,100.666666666667,4.66666666666667,8.81,0
3,95.4869,781.9,155.0,8616.66666666667,76.7666666666667,55.5,100.666666666667,4.66666666666667,9.87,0
3,95.4869,781.9,155.0,8616.66666666667,76.7666666666667,55.5,100.666666666667,4.66666666666667,10.9,0
3,95.4869,781.9,155.0,8616.66666666667,76.7666666666667,55.5,100.666666666667,4.66666666666667,12.0,0
3,95.4869,781.9,155.0,8616.66666666667,76.7666666666667,55.5,100.666666666667,4.66666666666667,12.4,0
2,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,2.8,0
2,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,4.1,0
2,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,8.9,0
2,53.98535,885.25,128.5,6270.0,114.4,70.5,139.5,5.0,14.7,0
2,26.04435,837.55,130.5,1905.0,79.635,56.77,170.0,3.0,11.4,0
3,75.7776666666667,801.866666666667,137.333333333333,8919.33333333333,60.7333333333333,28.2333333333333,112.333333333333,3.66666666666667,4.4,0
3,81.7759,850.466666666667,158.666666666667,7815.80966666667,100.0,11.184,62.3421933333333,3.0,9.73,0
6,96.5500666666667,831.55,157.333333333333,5708.73816666667,64.6533333333333,8.642,108.387763333333,2.5,126.0,1
7,112.3572,814.928571428571,156.857142857143,6513.20414285714,60.6457142857143,8.08885714285714,97.9037971428571,2.71428571428571,127.0,1
7,112.3572,814.928571428571,156.857142857143,6513.20414285714,60.6457142857143,8.08885714285714,97.9037971428571,2.71428571428571,129.0,1
7,112.3572,814.928571428571,156.857142857143,6513.20414285714,60.6457142857143,8.08885714285714,97.9037971428571,2.71428571428571,133.0,1
3,64.1313462,621.9,160.666666666667,2846.66666666667,64.85,22.9666666666667,134.333333333333,3.0,2.8,0
3,162.224666666667,707.233333333333,181.666666666667,9977.66666666667,47.7666666666667,9.72333333333333,48.3333333333333,3.66666666666667,2.5,0
3,69.8698566666667,787.666666666667,137.0,5771.33333333333,106.133333333333,42.8333333333333,81.3333333333333,3.0,2.9,0
3,150.965883333333,726.566666666667,188.333333333333,11975.6666666667,87.9333333333333,19.2,41.3333333333333,5.0,1.85,0
4,147.95078,680.2,190.0,10518.25,78.325,15.975,34.25,4.5,1.84,0
4,147.95078,680.2,190.0,10518.25,78.325,15.975,34.25,4.5,1.67,0
4,147.95078,680.2,190.0,10518.25,78.325,15.975,34.25,4.5,1.07,0
3,150.29849,731.4,171.0,11811.0,87.2666666666667,19.0,41.3333333333333,4.66666666666667,0.74,0
2,50.458275,850.55,139.5,3366.0,93.25,58.2,78.5,3.5,15.7,0
3,119.279833333333,605.866666666667,171.333333333333,8816.33333333333,64.3666666666667,10.1533333333333,81.0,4.33333333333333,0.6,0
2,26.04435,837.55,130.5,1905.0,79.635,56.77,170.0,3.0,8.4,0
2,74.66885,794.1,160.0,2885.0,85.425,56.5,79.0,3.0,6.7,0
2,49.81535,817.35,143.0,2445.0,80.965,56.5,87.5,3.0,4.4,0
2,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,5.7,0
2,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,5.8,0
2,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,5.85,0
2,203.895,860.6,162.5,12437.0,19.05,3.53,21.65,3.0,6.0,0
2,26.04435,837.55,130.5,1905.0,79.635,56.77,170.0,3.0,11.62,0
2,26.04435,837.55,130.5,1905.0,79.635,56.77,170.0,3.0,11.57,0
3,186.05,753.766666666667,187.666666666667,10742.3333333333,29.8666666666667,5.18666666666667,18.7666666666667,3.0,5.7,0
3,186.05,753.766666666667,187.666666666667,10742.3333333333,29.8666666666667,5.18666666666667,18.7666666666667,3.0,5.9,0
4,168.242,704.825,179.75,9884.25,30.0,4.705,34.575,3.0,6.9,0
1,88.90585,615.4,212.0,4472.0,31.1,11.4,17.0,3.0,19.5,0
1,40.078,589.4,194.0,1550.0,3.87,8.54,200.0,2.0,25.0,0
3,119.279833333333,605.866666666667,171.333333333333,8816.33333333333,64.3666666666667,10.1533333333333,81.0,4.33333333333333,0.65,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,3.9,0
3,131.756433333333,722.366666666667,169.333333333333,11577.0,113.033333333333,32.7333333333333,105.333333333333,4.33333333333333,3.9,0
3,29.97688976,819.6,136.333333333333,2359.80966666667,82.9666666666667,8.54066666666667,57.00886,2.66666666666667,6.0,0
3,90.5597316666667,686.066666666667,154.0,6970.66666666667,79.0666666666667,17.8333333333333,57.0,4.0,0.7,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,4.1,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,4.7,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,5.8,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,6.0,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,6.38,0
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,46.0,0
4,104.3656,891.65,154.25,6501.35725,69.8375,5.903,106.581645,2.0,77.0,1
1,26.9815386,577.2,118.0,2700.0,44.0,10.7,235.0,3.0,1.159,0
1,69.723,578.7,136.0,5904.0,30.4,5.59,29.0,3.0,1.061,0
1,112.411,867.2,161.0,8650.0,1.5,6.3,96.0,2.0,0.541,0
3,78.3785,622.4,166.666666666667,3914.66666666667,60.3166666666667,21.2633333333333,65.6666666666667,3.0,3.3,0
3,130.281966666667,787.6,139.666666666667,9016.33333333333,133.466666666667,12.6666666666667,52.84,5.66666666666667,0.84,0
2,85.93319,802.0,150.5,6694.5,142.05,16.1,27.26,5.5,2.3,0
2,120.593,625.2,181.5,9529.5,77.15,15.6,65.5,5.0,3.6,0
5,79.171174,738.22,167.0,4033.4858,66.244,7.2324,126.205316,2.2,57.1,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,6.6,0
4,116.974825,731.775,158.25,10013.5,114.9,32.5,94.0,4.25,5.1,0
3,146.6046,713.7,174.0,12574.6666666667,108.166666666667,26.6,75.3333333333333,4.33333333333333,2.5,0
3,76.3195,677.833333333333,169.666666666667,4933.33333333333,90.15,23.7666666666667,189.333333333333,2.66666666666667,2.9,0
3,32.8873333333333,760.833333333333,125.666666666667,4386.0,49.8666666666667,23.9333333333333,195.666666666667,2.33333333333333,37.75,0
2,82.70625,644.25,182.0,2920.0,75.275,29.1,84.0,3.0,8.4,0
2,104.9785,631.25,189.0,4416.5,67.975,19.9,39.0,3.0,10.0,0
3,89.630065,673.533333333333,176.666666666667,5911.0,67.05,18.6666666666667,59.3333333333333,3.33333333333333,7.0,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,3.9,0
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,84.0,1
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,76.0,0
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,72.0,0
4,105.313925,787.375,150.5,6080.35725,74.6375,6.3805,116.006645,2.25,27.0,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,0.95,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,1.4,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,2.39,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,4.15,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,2.68,0
5,85.09708,782.32,164.6,6372.4858,84.646,11.4044,113.205316,3.0,39.0,0
6,102.9504,796.616666666667,167.166666666667,9070.40483333333,95.955,13.837,119.337763333333,3.5,38.0,0
6,102.9504,796.616666666667,167.166666666667,9070.40483333333,95.955,13.837,119.337763333333,3.5,32.5,0
6,102.9504,796.616666666667,167.166666666667,9070.40483333333,95.955,13.837,119.337763333333,3.5,22.0,0
3,41.3906666666667,707.866666666667,141.0,5006.0,48.1666666666667,23.2333333333333,61.0,2.66666666666667,6.87,0
3,61.0383666666667,896.366666666667,125.666666666667,6606.0,90.1333333333333,42.8333333333333,109.0,2.66666666666667,3.2,0
3,61.0383666666667,896.366666666667,125.666666666667,6606.0,90.1333333333333,42.8333333333333,109.0,2.66666666666667,2.8,0
3,119.73599,731.733333333333,162.0,10345.3333333333,112.366666666667,27.5,104.333333333333,4.33333333333333,0.77,0
3,120.1395,731.4,158.666666666667,10526.3333333333,113.033333333333,27.2333333333333,103.666666666667,4.66666666666667,1.59,0
4,104.83792375,738.075,157.0,10119.75,101.075,24.475,102.75,4.5,0.62,0
4,104.83792375,738.075,157.0,10119.75,101.075,24.475,102.75,4.5,0.75,0
3,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,5.02,0
3,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,5.01,0
3,95.1024,828.533333333333,168.666666666667,6927.80966666667,90.3333333333333,12.4706666666667,76.00886,3.0,3.0,0
3,108.681823333333,760.066666666667,156.666666666667,6661.0,51.9,11.1166666666667,52.3333333333333,3.33333333333333,3.74,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,2.0,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,3.95,0
3,63.4576666666667,781.066666666667,141.333333333333,6095.33333333333,108.5,12.4,140.84,4.0,2.95,0
7,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,26.8,0
7,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,28.0,0
7,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,27.4,0
7,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,27.0,0
7,94.07254,730.757142857143,172.285714285714,6731.63271428571,80.3328571428571,12.7602857142857,90.1466542857143,3.42857142857143,25.7,0
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,99.0,1
5,53.79222,847.14,141.4,3256.2858,87.424,26.9724,151.605316,2.4,93.3,1
3,78.66754976,751.566666666667,159.0,6526.0,96.1,13.4433333333333,65.735,4.0,4.7,0
3,84.03706,725.866666666667,176.666666666667,6488.66666666667,94.6333333333333,13.3533333333333,52.4016666666667,4.0,3.8,0
3,99.49356,720.633333333333,184.0,6714.0,94.1333333333333,13.3066666666667,38.4016666666667,4.0,3.0,0
3,115.306110633333,711.533333333333,195.0,6829.66666666667,93.6666666666667,13.2733333333333,31.0683333333333,4.0,3.8,0
3,49.3203830933333,719.4,158.333333333333,3832.66666666667,114.466666666667,10.3766666666667,64.735,4.0,1.3,0
3,54.6898933333333,693.7,176.0,3795.33333333333,113.0,10.2866666666667,51.4016666666667,4.0,1.7,0
3,70.1463933333333,688.466666666667,183.333333333333,4020.66666666667,112.5,10.24,37.4016666666667,4.0,1.8,0
3,85.9589439666667,679.366666666667,194.333333333333,4136.33333333333,112.033333333333,10.2066666666667,30.0683333333333,4.0,2.8,0
3,71.3402733333333,1023.46666666667,113.333333333333,6203.3633,102.766666666667,12.7626666666667,19.1285,4.0,3.9,0
3,56.0343333333333,757.733333333333,157.0,4596.66666666667,92.9233333333333,15.4233333333333,113.068333333333,4.66666666666667,4.0,0
3,71.8816666666667,744.266666666667,165.333333333333,4956.66666666667,93.81,15.2433333333333,58.0683333333333,4.66666666666667,5.6,0
2,50.118091,779.25,159.0,4179.5,22.05,14.475,106.5,3.0,2.8,0
2,50.118091,779.25,159.0,4179.5,22.05,14.475,106.5,3.0,2.6,0
2,50.118091,779.25,159.0,4179.5,22.05,14.475,106.5,3.0,2.1,0
3,76.001254,802.1,155.333333333333,8157.66666666667,82.9,20.78,86.412,5.66666666666667,7.31,0
3,76.001254,802.1,155.333333333333,8157.66666666667,82.9,20.78,86.412,5.66666666666667,6.18,0
3,76.001254,802.1,155.333333333333,8157.66666666667,82.9,20.78,86.412,5.66666666666667,4.68,0
3,76.001254,802.1,155.333333333333,8157.66666666667,82.9,20.78,86.412,5.66666666666667,3.43,0
3,45.9149206666667,832.066666666667,125.0,4854.33333333333,58.0333333333333,28.88,55.412,4.66666666666667,9.0,0
4,80.9879405,813.825,140.75,8895.75,47.525,29.91,53.559,5.25,8.71,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,4.43,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,4.3,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,3.98,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,3.82,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,3.23,0
2,82.9435043,559.15,156.5,4423.0,46.75,8.5,124.0,3.0,4.65,0
2,167.9360195,715.2,184.5,12723.0,136.9,9.4,166.5,4.0,4.23,0
2,105.767735,650.55,160.0,5734.5,85.0,19.05,36.5,3.5,5.1,0
2,98.822,731.6,187.5,9267.0,48.9,18.85,47.0,4.0,2.53,0
2,167.9360195,715.2,184.5,12723.0,136.9,9.4,166.5,4.0,3.71,0
2,167.9360195,715.2,184.5,12723.0,136.9,9.4,166.5,4.0,3.28,0
5,54.0685164,739.5,157.6,6146.8,57.32,15.59,145.2,2.8,1.1,0
5,54.0685164,739.5,157.6,6146.8,57.32,15.59,145.2,2.8,0.9,0
1,118.71,708.2,145.0,7310.0,108.8,7.0,67.0,4.0,4.46,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,5.71,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,4.91,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,4.19,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,3.26,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,2.26,0
2,91.128,726.6,145.0,8135.0,114.35,10.05,233.5,3.0,1.2,0
2,17.558,768.75,116.0,2099.0,14.85,29.35,93.5,2.5,5.7,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,4.6,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,4.9,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,4.8,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,5.0,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,5.1,0
3,56.2862933333333,702.466666666667,161.666666666667,5135.66666666667,77.2666666666667,31.9,75.3333333333333,4.33333333333333,4.7,0
2,167.9360195,715.2,184.5,12723.0,136.9,9.4,166.5,4.0,3.934,0
3,133.139346333333,725.133333333333,171.333333333333,11468.6666666667,131.233333333333,10.6333333333333,244.333333333333,3.33333333333333,3.795,0
2,141.0835,721.95,189.0,15650.0,44.7,34.5,93.5,6.5,7.62,0
2,82.76819,711.8,161.5,6946.5,104.05,29.3,57.0,4.5,3.342,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,1.6,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,1.14,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,0.78,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,0.74,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,0.54,0
2,77.385,702.35,175.5,7735.5,81.25,17.05,211.5,3.0,0.35,0
4,44.91747,726.9,143.0,4466.75,65.0,36.425,63.25,4.0,5.0,0
4,44.91747,726.9,143.0,4466.75,65.0,36.425,63.25,4.0,5.4,0
2,97.90594,691.55,185.5,10510.0,99.4,24.25,102.0,5.5,5.13,0
2,142.56169,765.85,189.0,15565.0,120.05,26.4,102.0,5.5,4.88,0
2,141.92669,739.8,186.5,14550.0,71.85,28.85,103.5,5.5,3.37,0
2,186.58244,814.1,190.0,19605.0,92.5,31.0,103.5,5.5,3.39,0
3,125.586586666667,714.4,190.333333333333,12556.6666666667,77.1,28.1666666666667,87.0,5.33333333333333,4.615,0
3,125.586586666667,714.4,190.333333333333,12556.6666666667,77.1,28.1666666666667,87.0,5.33333333333333,3.965,0
3,125.586586666667,714.4,190.333333333333,12556.6666666667,77.1,28.1666666666667,87.0,5.33333333333333,3.56,0
3,155.357086666667,763.933333333333,192.666666666667,15926.6666666667,90.8666666666667,29.6,87.0,5.33333333333333,4.35,0
3,155.357086666667,763.933333333333,192.666666666667,15926.6666666667,90.8666666666667,29.6,87.0,5.33333333333333,3.935,0
3,155.357086666667,763.933333333333,192.666666666667,15926.6666666667,90.8666666666667,29.6,87.0,5.33333333333333,3.315,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,2.18,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,2.44,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,2.86,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,3.57,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,3.67,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,3.66,0
2,97.06475,689.6,189.5,9480.5,76.9,21.35,86.5,5.0,3.72,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.76,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.11,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.73,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.78,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.33,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.57,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.84,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.9,0
2,96.147,685.0,192.0,9440.5,72.7,23.35,71.5,5.0,3.79,0
